"","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"38048",52113,"Einbýlishús",160.9,0,4,1,8010,"Selfoss"
"38049",14000,"Íbúðareign",84.2,0,2,1,8200,"Vestmannaeyjar"
"38050",50963,"Íbúðareign",103.8,0,2,2,80,"Hlíðar"
"38051",36918,"Íbúðareign",96.5,1,2,1,340,"Kópavogur: Lindir, Salir"
"38052",53867,"Íbúðareign",103.6,0,3,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"38053",45000,"Íbúðareign",112.6,0,3,2,600,"Hafnarfjörður"
"38054",46382,"Íbúðareign",152.8,0,3,2,330,"Kópavogur: Hjallar, Smárar"
"38055",73945,"Íbúðareign",175.6,0,5,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38056",37490,"Íbúðareign",110.1,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"38057",32352,"Íbúðareign",68.4,0,1,1,181,"Úlfarsárdalur"
"38058",36954,"Einbýlishús",136.7,0,4,1,530,"Garðabær: Vestan Hraunholtsbrautar"
"38059",32979,"Íbúðareign",74.5,0,2,1,90,"Holt/Tún"
"38060",49878,"Íbúðareign",116.5,0,2,1,350,"Kópavogur: Hvörf, Þing"
"38061",31672,"Íbúðareign",75.1,0,2,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"38062",78751,"Einbýlishús",170.7,0,3,1,820,"Mosfellsbær: Leirvogstunga"
"38063",70107,"Íbúðareign",135.1,0,2,1,500,"Garðabær"
"38064",55509,"Íbúðareign",177.4,0,4,2,600,"Hafnarfjörður"
"38065",27486,"Íbúðareign",87.2,0,2,1,600,"Hafnarfjörður"
"38066",30486,"Íbúðareign",105.5,0,3,1,600,"Hafnarfjörður"
"38067",30481,"Íbúðareign",73.2,0,2,1,100,"Laugarneshverfi/Vogar"
"38068",30293,"Íbúðareign",53.2,0,1,1,340,"Kópavogur: Lindir, Salir"
"38069",45239,"Íbúðareign",142.9,0,4,2,800,"Mosfellsbær"
"38070",26657,"Einbýlishús",160,0,4,1,3120,"Stykkishólmur"
"38071",32130,"Raðhús",140.7,0,3,1,8010,"Selfoss"
"38072",34930,"Einbýlishús",189.2,0,4,1,8070,"Flúðir"
"38073",40930,"Raðhús",187.1,0,4,1,8010,"Selfoss"
"38074",16250,"Íbúðareign",56.7,0,1,1,8010,"Selfoss"
"38075",26466,"Raðhús",125.4,0,4,1,8030,"Þorlákshöfn"
"38076",31980,"Íbúðareign",75,0,2,1,600,"Hafnarfjörður"
"38077",32909,"Raðhús",88.4,0,2,1,8010,"Selfoss"
"38078",11000,"Íbúðareign",63.9,0,1,1,8180,"Hella"
"38079",26960,"Íbúðareign",92.8,0,2,1,600,"Hafnarfjörður"
"38080",27156,"Íbúðareign",97.7,1,2,1,3000,"Akranes"
"38081",16400,"Íbúðareign",118.1,0,4,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"38082",36956,"Íbúðareign",104.9,0,4,1,6010,"Akureyri: Naustahverfi"
"38083",54659,"Einbýlishús",149.5,0,4,1,6030,"Akureyri: Efri brekka"
"38084",31273,"Íbúðareign",99.4,0,2,1,6010,"Akureyri: Naustahverfi"
"38085",25488,"Íbúðareign",91.2,0,2,1,2040,"Njarðvík"
"38086",23493,"Einbýlishús",73.1,0,2,1,2040,"Njarðvík"
"38087",10169,"Íbúðareign",93.7,0,2,1,2050,"Keflavík"
"38088",11980,"Parhús",87,0,2,1,2090,"Hafnir"
"38089",40477,"Íbúðareign",118.3,0,3,2,600,"Hafnarfjörður"
"38090",35699,"Íbúðareign",139.2,0,4,2,680,"Hafnarfjörður - Börð"
"38091",58459,"Raðhús",171.2,0,4,2,630,"Hafnarfjörður - Vellir"
"38092",68625,"Íbúðareign",149.7,1,3,1,320,"Kópavogur: Austurbær"
"38093",31579,"Íbúðareign",84,0,1,1,630,"Hafnarfjörður - Vellir"
"38094",31566,"Íbúðareign",90.6,0,3,1,500,"Garðabær"
"38095",35158,"Íbúðareign",95.2,0,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38096",42851,"Einbýlishús",172.9,0,5,2,290,"Kjalarnes"
"38097",42486,"Íbúðareign",87.9,0,3,1,70,"Melar: Að sjó"
"38098",16342,"Einbýlishús",127.8,0,4,1,8110,"Eyrarbakki"
"38099",42085,"Íbúðareign",70.7,0,1,2,31,"Miðbær: Suður-Þingholt"
"38100",28879,"Íbúðareign",62.9,0,1,1,180,"Grafarholt"
"38101",32952,"Íbúðareign",91.5,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38102",24000,"Íbúðareign",92.2,0,3,1,161,"Fell"
"38103",37810,"Íbúðareign",88.4,0,3,1,320,"Kópavogur: Austurbær"
"38104",72498,"Parhús",234.8,0,5,1,320,"Kópavogur: Austurbær"
"38105",35739,"Íbúðareign",85.9,0,3,1,300,"Kópavogur: Vesturbær"
"38106",36288,"Íbúðareign",57.4,0,1,1,90,"Holt/Tún"
"38107",19073,"Íbúðareign",25.2,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38108",33187,"Íbúðareign",76.7,0,2,1,630,"Hafnarfjörður - Vellir"
"38109",87128,"Íbúðareign",153.4,1,3,1,280,"Fossvogur"
"38110",21153,"Einbýlishús",117.7,0,3,1,5010,"Hvammstangi"
"38111",20989,"Parhús",83.2,0,2,1,8020,"Hveragerði"
"38112",35989,"Parhús",146.4,0,3,1,8010,"Selfoss"
"38113",29979,"Íbúðareign",50.4,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38114",23676,"Íbúðareign",51.7,1,1,1,600,"Hafnarfjörður"
"38115",27496,"Íbúðareign",59.9,0,1,1,100,"Laugarneshverfi/Vogar"
"38116",30782,"Íbúðareign",68,0,1,2,100,"Laugarneshverfi/Vogar"
"38117",76073,"Parhús",194.5,0,3,3,85,"Kringlan"
"38118",31979,"Íbúðareign",93.3,0,2,1,320,"Kópavogur: Austurbær"
"38119",27849,"Íbúðareign",51.9,0,1,1,181,"Úlfarsárdalur"
"38120",31316,"Íbúðareign",66,1,1,1,181,"Úlfarsárdalur"
"38121",63571,"Íbúðareign",127.3,0,3,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"38122",27993,"Íbúðareign",73,0,2,1,100,"Laugarneshverfi/Vogar"
"38123",71979,"Íbúðareign",193.6,0,4,2,500,"Garðabær"
"38124",46159,"Einbýlishús",190.4,0,6,2,600,"Hafnarfjörður"
"38125",40828,"Íbúðareign",114,1,3,1,630,"Hafnarfjörður - Vellir"
"38126",27733,"Íbúðareign",53.1,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"38127",31493,"Íbúðareign",58.7,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38128",40717,"Íbúðareign",104.4,0,3,1,340,"Kópavogur: Lindir, Salir"
"38129",37986,"Íbúðareign",81.6,0,1,2,72,"Hagar/Melar vestan Hofsvallagötu"
"38130",23500,"Íbúðareign",61.5,0,1,1,500,"Garðabær"
"38131",35167,"Íbúðareign",87.9,0,2,1,180,"Grafarholt"
"38132",39425,"Íbúðareign",115.1,0,3,1,210,"Ártúnsholt/Höfðar"
"38133",26720,"Íbúðareign",88.5,0,2,1,300,"Kópavogur: Vesturbær"
"38134",36532,"Íbúðareign",102,1,3,1,630,"Hafnarfjörður - Vellir"
"38135",28681,"Íbúðareign",92.2,0,3,1,161,"Fell"
"38136",35679,"Íbúðareign",107.4,1,3,2,150,"Seljahverfi"
"38137",40495,"Íbúðareign",98,1,3,1,270,"Norðlingaholt"
"38138",20192,"Íbúðareign",40.9,0,1,1,160,"Hólar, Berg"
"38139",33159,"Íbúðareign",67.8,0,2,1,320,"Kópavogur: Austurbær"
"38140",17500,"Íbúðareign",68.6,0,2,1,3120,"Stykkishólmur"
"38141",13478,"Íbúðareign",68,0,2,1,4100,"Ísafjörður: Eldri byggð"
"38142",24965,"Einbýlishús",148.5,0,3,2,8200,"Vestmannaeyjar"
"38143",17186,"Íbúðareign",74.8,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"38144",33686,"Einbýlishús",120.9,0,3,1,2010,"Vogar"
"38145",37179,"Einbýlishús",144.2,0,3,2,2050,"Keflavík"
"38146",42896,"Parhús",152.9,0,4,2,2050,"Keflavík"
"38147",28994,"Einbýlishús",182.1,0,4,2,2020,"Sandgerði"
"38148",17600,"Íbúðareign",90.4,0,2,1,2060,"Grindavík"
"38149",30800,"Einbýlishús",136.8,0,4,1,2020,"Sandgerði"
"38150",25400,"Íbúðareign",154.2,0,4,1,2060,"Grindavík"
"38151",72000,"Einbýlishús",236,0,4,2,300,"Kópavogur: Vesturbær"
"38152",52393,"Íbúðareign",88.4,1,2,1,90,"Holt/Tún"
"38153",29173,"Íbúðareign",78.8,0,2,1,100,"Laugarneshverfi/Vogar"
"38154",35717,"Íbúðareign",85.3,1,2,1,350,"Kópavogur: Hvörf, Þing"
"38155",69677,"Raðhús",214.9,0,4,2,640,"Hafnarfjörður - Ásland"
"38156",50725,"Einbýlishús",135,0,4,2,600,"Hafnarfjörður"
"38157",63257,"Íbúðareign",113.5,0,3,1,150,"Seljahverfi"
"38158",39276,"Íbúðareign",83.2,1,3,1,500,"Garðabær"
"38159",37850,"Íbúðareign",83.3,1,1,1,550,"Garðabær: Urriðaholt"
"38160",32429,"Íbúðareign",76,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38161",23739,"Íbúðareign",72.2,0,2,1,161,"Fell"
"38162",22880,"Íbúðareign",41.1,0,1,1,600,"Hafnarfjörður"
"38163",31464,"Íbúðareign",74.6,0,3,1,90,"Holt/Tún"
"38164",39486,"Íbúðareign",77.7,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38165",62986,"Raðhús",136.1,0,4,1,100,"Laugarneshverfi/Vogar"
"38166",38000,"Einbýlishús",238.8,0,7,4,7210,"Höfn"
"38167",29251,"Íbúðareign",97.4,0,3,1,320,"Kópavogur: Austurbær"
"38168",59413,"Parhús",175.8,0,5,3,150,"Seljahverfi"
"38169",74864,"Einbýlishús",200.9,0,4,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"38170",50009,"Íbúðareign",150,0,3,1,810,"Mosfellsbær: Teigar, Krikar"
"38171",31873,"Íbúðareign",76,0,2,1,170,"Neðra-Breiðholt"
"38172",30500,"Raðhús",122.3,0,3,1,8020,"Hveragerði"
"38173",31198,"Íbúðareign",84.5,0,0,4,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38174",38700,"Íbúðareign",115.3,0,3,1,320,"Kópavogur: Austurbær"
"38175",28280,"Raðhús",158.4,0,3,3,8010,"Selfoss"
"38176",24988,"Parhús",113.2,0,4,2,8200,"Vestmannaeyjar"
"38177",39324,"Íbúðareign",74.9,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38178",41461,"Íbúðareign",119.1,1,3,1,180,"Grafarholt"
"38179",43491,"Íbúðareign",86.4,0,2,2,300,"Kópavogur: Vesturbær"
"38180",33479,"Íbúðareign",76.9,0,2,1,180,"Grafarholt"
"38181",66921,"Einbýlishús",132.9,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38182",37990,"Íbúðareign",102.9,0,3,1,700,"Garðarbær: Álftanes"
"38183",64162,"Raðhús",149.9,0,2,1,180,"Grafarholt"
"38184",28193,"Íbúðareign",63,1,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38185",33000,"Íbúðareign",74.3,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38186",32635,"Íbúðareign",109.1,0,3,1,200,"Árbær"
"38187",149729,"Einbýlishús",228.5,0,8,2,31,"Miðbær: Suður-Þingholt"
"38188",44946,"Raðhús",115,0,4,1,284,"Bústaðahverfi"
"38189",40956,"Íbúðareign",93.7,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38190",33915,"Íbúðareign",109.6,0,3,1,600,"Hafnarfjörður"
"38191",63481,"Raðhús",153.5,0,4,1,140,"Grafarvogur: Staðir"
"38192",78572,"Parhús",240.7,0,4,2,351,"Kópavogur: Kórar"
"38193",51486,"Íbúðareign",129.5,0,3,2,283,"Hvassaleiti"
"38194",25000,"Íbúðareign",143.1,0,3,1,3000,"Akranes"
"38195",10240,"Íbúðareign",55.5,0,1,1,3000,"Akranes"
"38196",19079,"Íbúðareign",97.7,0,3,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"38197",36731,"Einbýlishús",128.2,0,4,1,6160,"Hrafnagilshverfi"
"38198",32771,"Raðhús",124.4,0,4,1,6030,"Akureyri: Efri brekka"
"38199",31524,"Íbúðareign",93.2,0,2,1,6010,"Akureyri: Naustahverfi"
"38200",21405,"Íbúðareign",102,0,3,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"38201",19500,"Íbúðareign",82.2,0,3,1,6040,"Akureyri: Glerárhverfi"
"38202",32140,"Einbýlishús",153.4,0,4,1,7110,"Egilsstaðir"
"38203",37625,"Einbýlishús",126.5,0,3,3,8010,"Selfoss"
"38204",36219,"Raðhús",104,0,2,1,8020,"Hveragerði"
"38205",20000,"Parhús",119.8,0,3,1,8110,"Eyrarbakki"
"38206",37875,"Einbýlishús",116.1,0,2,1,2010,"Vogar"
"38207",27787,"Einbýlishús",129.4,0,3,1,2050,"Keflavík"
"38208",20496,"Íbúðareign",72.3,0,2,1,2050,"Keflavík"
"38209",23857,"Íbúðareign",69,0,1,1,600,"Hafnarfjörður"
"38210",31334,"Íbúðareign",93.7,0,2,2,161,"Fell"
"38211",8616,"Íbúðareign",51.8,0,1,1,3020,"Borgarnes"
"38212",43462,"Einbýlishús",139,0,3,1,8010,"Selfoss"
"38213",45398,"Íbúðareign",132.4,0,3,1,283,"Hvassaleiti"
"38214",66545,"Raðhús",139,0,6,2,500,"Garðabær"
"38215",29573,"Íbúðareign",56.2,0,1,1,500,"Garðabær"
"38216",47914,"Raðhús",135.5,0,5,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"38217",34446,"Íbúðareign",84.2,0,2,1,600,"Hafnarfjörður"
"38218",38117,"Íbúðareign",98.9,1,2,1,340,"Kópavogur: Lindir, Salir"
"38219",40422,"Íbúðareign",115.2,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"38220",42885,"Íbúðareign",102.7,0,3,1,80,"Hlíðar"
"38221",31451,"Íbúðareign",81.9,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38222",27484,"Íbúðareign",82.9,0,1,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"38223",34614,"Íbúðareign",99.4,0,3,2,320,"Kópavogur: Austurbær"
"38224",6500,"Íbúðareign",49.9,0,2,1,4100,"Ísafjörður: Eldri byggð"
"38225",16172,"Íbúðareign",78.1,0,2,1,8030,"Þorlákshöfn"
"38226",21000,"Einbýlishús",109.5,0,3,1,8030,"Þorlákshöfn"
"38227",31000,"Einbýlishús",169.8,0,6,1,8200,"Vestmannaeyjar"
"38228",27902,"Íbúðareign",73.6,1,2,1,320,"Kópavogur: Austurbær"
"38229",38529,"Íbúðareign",84.9,1,2,1,680,"Hafnarfjörður - Börð"
"38230",24890,"Íbúðareign",72.8,0,2,1,200,"Árbær"
"38231",37468,"Íbúðareign",91.7,1,2,1,270,"Norðlingaholt"
"38232",50944,"Íbúðareign",116,1,2,2,100,"Laugarneshverfi/Vogar"
"38233",45909,"Raðhús",134.2,0,4,2,600,"Hafnarfjörður"
"38234",28093,"Íbúðareign",93.1,0,3,1,161,"Fell"
"38235",47000,"Íbúðareign",150.9,0,4,1,100,"Laugarneshverfi/Vogar"
"38236",37228,"Íbúðareign",111.8,1,3,1,180,"Grafarholt"
"38237",33412,"Íbúðareign",86,0,1,1,810,"Mosfellsbær: Teigar, Krikar"
"38238",27846,"Íbúðareign",59,0,1,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"38239",39275,"Íbúðareign",69.4,0,2,1,70,"Melar: Að sjó"
"38240",44812,"Íbúðareign",142.8,0,4,2,800,"Mosfellsbær"
"38241",54949,"Íbúðareign",105,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38242",110377,"Einbýlishús",205.8,0,4,2,520,"Garðabær: Ásar"
"38243",38094,"Íbúðareign",96,0,2,1,340,"Kópavogur: Lindir, Salir"
"38244",113937,"Einbýlishús",358.5,0,2,0,540,"Garðabær: Arnarnes"
"38245",34614,"Íbúðareign",101.4,0,2,1,600,"Hafnarfjörður"
"38246",44409,"Íbúðareign",134.3,0,3,1,350,"Kópavogur: Hvörf, Þing"
"38247",43691,"Íbúðareign",122.2,1,2,1,351,"Kópavogur: Kórar"
"38248",25137,"Íbúðareign",73,0,2,1,600,"Hafnarfjörður"
"38249",22794,"Einbýlishús",201.7,0,7,1,3100,"Ólafsvík"
"38250",19989,"Íbúðareign",126,0,5,1,3100,"Ólafsvík"
"38251",24200,"Íbúðareign",43.2,0,1,1,220,"Selás"
"38252",30255,"Íbúðareign",83.1,0,2,2,220,"Selás"
"38253",22469,"Íbúðareign",110.7,0,2,1,3000,"Akranes"
"38254",16923,"Íbúðareign",95.5,0,2,1,3000,"Akranes"
"38255",20380,"Íbúðareign",93.1,0,2,1,3000,"Akranes"
"38256",14500,"Íbúðareign",94,0,3,1,3000,"Akranes"
"38257",12500,"Íbúðareign",104.3,0,3,1,3020,"Borgarnes"
"38258",22695,"Íbúðareign",82.2,0,3,1,6040,"Akureyri: Glerárhverfi"
"38259",13800,"Íbúðareign",75.9,0,2,1,6210,"Húsavík"
"38260",57742,"Íbúðareign",145.2,0,5,1,500,"Garðabær"
"38261",36186,"Íbúðareign",73.5,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38262",39526,"Íbúðareign",83.2,0,2,1,110,"Bryggjuhverfi"
"38263",31486,"Íbúðareign",79.6,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38264",33986,"Íbúðareign",70,0,1,1,150,"Seljahverfi"
"38265",19957,"Íbúðareign",75.1,1,2,1,600,"Hafnarfjörður"
"38266",31600,"Einbýlishús",223.9,0,5,2,6110,"Siglufjörður"
"38267",24269,"Íbúðareign",106,0,3,1,8010,"Selfoss"
"38268",36986,"Einbýlishús",147.8,0,4,1,8170,"Hvolsvöllur"
"38269",36544,"Íbúðareign",91.8,0,2,1,351,"Kópavogur: Kórar"
"38270",33427,"Íbúðareign",83.9,1,2,1,630,"Hafnarfjörður - Vellir"
"38271",49308,"Raðhús",141.9,0,4,2,600,"Hafnarfjörður"
"38272",29873,"Íbúðareign",94.7,0,3,1,161,"Fell"
"38273",44665,"Íbúðareign",158,0,4,1,630,"Hafnarfjörður - Vellir"
"38274",33679,"Íbúðareign",77.9,0,3,1,300,"Kópavogur: Vesturbær"
"38275",22288,"Einbýlishús",132.8,0,4,1,2050,"Keflavík"
"38276",34505,"Raðhús",101.2,0,3,1,2050,"Keflavík"
"38277",25879,"Íbúðareign",100.5,0,3,1,2040,"Njarðvík"
"38278",19876,"Íbúðareign",70.7,0,2,1,2050,"Keflavík"
"38279",37764,"Íbúðareign",80.3,0,2,2,90,"Holt/Tún"
"38280",51344,"Íbúðareign",135.9,1,2,1,350,"Kópavogur: Hvörf, Þing"
"38281",49642,"Íbúðareign",119.3,1,3,1,181,"Úlfarsárdalur"
"38282",34453,"Íbúðareign",104,0,2,1,320,"Kópavogur: Austurbær"
"38283",45582,"Íbúðareign",126.5,0,3,2,283,"Hvassaleiti"
"38284",69075,"Einbýlishús",305.5,0,9,1,150,"Seljahverfi"
"38285",26325,"Íbúðareign",71.8,0,2,1,170,"Neðra-Breiðholt"
"38286",29890,"Íbúðareign",51.8,1,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38287",23961,"Íbúðarhús",104.9,0,5,1,8120,"Stokkseyri"
"38288",123792,"Einbýlishús",269.8,0,5,2,500,"Garðabær"
"38289",29193,"Íbúðareign",70.1,0,2,1,70,"Melar: Að sjó"
"38290",32775,"Íbúðareign",74.3,0,1,1,181,"Úlfarsárdalur"
"38291",28590,"Íbúðareign",96.4,1,4,1,150,"Seljahverfi"
"38292",37548,"Íbúðareign",93.3,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38293",38740,"Íbúðareign",88.1,0,1,2,90,"Holt/Tún"
"38294",30973,"Íbúðareign",95.5,0,3,1,170,"Neðra-Breiðholt"
"38295",24795,"Íbúðareign",72.8,0,2,1,161,"Fell"
"38296",26692,"Raðhús",77.4,0,2,1,8010,"Selfoss"
"38297",19418,"Íbúðareign",101.1,0,3,1,8010,"Selfoss"
"38298",3972,"Einbýlishús",260.6,0,0,0,8175,"Rangársvæði"
"38299",19871,"Íbúðareign",70.4,0,1,1,8010,"Selfoss"
"38300",38265,"Íbúðareign",72.7,0,2,1,400,"Seltjarnarnes"
"38301",37930,"Íbúðareign",82.3,0,3,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38302",29458,"Íbúðareign",59,0,1,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"38303",35697,"Íbúðareign",60.1,0,2,1,90,"Holt/Tún"
"38304",23400,"Íbúðareign",58.5,0,1,1,160,"Hólar, Berg"
"38305",45958,"Íbúðareign",119.1,0,3,1,340,"Kópavogur: Lindir, Salir"
"38306",31949,"Íbúðareign",68.4,1,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38307",58790,"Íbúðareign",123.7,0,3,1,350,"Kópavogur: Hvörf, Þing"
"38308",61962,"Einbýlishús",157.8,0,4,2,600,"Hafnarfjörður"
"38309",47437,"Íbúðareign",131.8,1,3,1,600,"Hafnarfjörður"
"38310",11500,"Íbúðareign",142.3,0,4,1,4100,"Ísafjörður: Eldri byggð"
"38311",12200,"Einbýlishús",140.8,0,4,3,6030,"Akureyri: Efri brekka"
"38312",31767,"Íbúðareign",102.1,0,2,1,6010,"Akureyri: Naustahverfi"
"38313",11250,"Íbúðareign",47,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"38314",23500,"Íbúðareign",92.1,0,3,1,6040,"Akureyri: Glerárhverfi"
"38315",18729,"Einbýlishús",104.7,0,2,2,6130,"Ólafsfjörður"
"38316",27000,"Einbýlishús",92.5,0,2,2,6210,"Húsavík"
"38317",21000,"Raðhús",99.3,0,3,1,8180,"Hella"
"38318",16900,"Íbúðareign",54.1,0,1,1,2040,"Njarðvík"
"38319",35000,"Íbúðareign",171,0,5,2,2050,"Keflavík"
"38320",39513,"Einbýlishús",208,0,3,2,2050,"Keflavík"
"38321",25237,"Íbúðareign",99.7,0,3,1,2050,"Keflavík"
"38322",25000,"Einbýlishús",131.2,0,3,2,2040,"Njarðvík"
"38323",27483,"Íbúðareign",76.9,0,2,1,170,"Neðra-Breiðholt"
"38324",27717,"Íbúðareign",104.6,0,2,1,100,"Laugarneshverfi/Vogar"
"38325",21482,"Íbúðareign",73.5,0,2,1,100,"Laugarneshverfi/Vogar"
"38326",24879,"Íbúðareign",67.4,0,1,2,680,"Hafnarfjörður - Börð"
"38327",46908,"Íbúðareign",85,1,1,3,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38328",92108,"Íbúðareign",147,2,2,2,320,"Kópavogur: Austurbær"
"38329",30999,"Íbúðareign",96.6,0,3,1,200,"Árbær"
"38330",78335,"Íbúðareign",134.7,1,2,1,510,"Garðabær: Sjáland"
"38331",12500,"Íbúðareign",90,0,3,1,7120,"Seyðisfjörður"
"38332",10000,"Íbúðareign",100,0,3,2,7120,"Seyðisfjörður"
"38333",27386,"Raðhús",128.2,0,3,1,7110,"Egilsstaðir"
"38334",48487,"Íbúðareign",109.7,0,3,2,650,"Hafnarfjörður - Setberg"
"38335",61309,"Íbúðareign",123.1,1,2,1,510,"Garðabær: Sjáland"
"38336",44076,"Íbúðareign",102.3,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"38337",30396,"Einbýlishús",143.4,0,4,2,4110,"Ísaafjörður: Nýrri byggð"
"38338",29681,"Íbúðareign",92.2,0,3,1,161,"Fell"
"38339",39421,"Íbúðareign",108.6,0,2,2,840,"Mosfellsbær: Höfðar, Hlíðar"
"38340",47418,"Íbúðareign",102.1,0,4,1,100,"Laugarneshverfi/Vogar"
"38341",59114,"Einbýlishús",209.1,0,4,1,500,"Garðabær"
"38342",78296,"Einbýlishús",189.1,0,3,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"38343",38987,"Íbúðareign",83.8,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38344",31572,"Íbúðareign",58.6,0,2,1,100,"Laugarneshverfi/Vogar"
"38345",35881,"Einbýlishús",140,0,4,1,3000,"Akranes"
"38346",41000,"Raðhús",127,0,3,1,3000,"Akranes"
"38347",26815,"Parhús",131.4,0,4,1,3020,"Borgarnes"
"38348",15500,"Einbýlishús",109.4,0,3,1,3100,"Ólafsvík"
"38349",26000,"Einbýlishús",245.4,0,8,1,8030,"Þorlákshöfn"
"38350",22931,"Einbýlishús",150.1,0,4,1,6130,"Ólafsfjörður"
"38351",23957,"Raðhús",122.5,0,3,1,8030,"Þorlákshöfn"
"38352",53858,"Einbýlishús",190.1,0,4,1,2040,"Njarðvík"
"38353",32840,"Einbýlishús",159.5,0,5,2,2020,"Sandgerði"
"38354",10716,"Íbúðareign",63.4,0,1,1,2050,"Keflavík"
"38355",43193,"Íbúðareign",92.6,1,2,1,300,"Kópavogur: Vesturbær"
"38356",72834,"Raðhús",171.2,0,4,2,91,"Háaleiti/Skeifa"
"38357",31053,"Íbúðareign",73.6,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"38358",42624,"Íbúðareign",100,1,3,1,270,"Norðlingaholt"
"38359",58367,"Einbýlishús",116.1,0,4,3,72,"Hagar/Melar vestan Hofsvallagötu"
"38360",24376,"Raðhús",96.9,0,3,1,6040,"Akureyri: Glerárhverfi"
"38361",16000,"Íbúðareign",90.6,0,3,1,7110,"Egilsstaðir"
"38362",10200,"Einbýlishús",140.7,0,5,1,8015,"Ölfushreppur"
"38363",25454,"Íbúðareign",60.1,0,2,1,600,"Hafnarfjörður"
"38364",34918,"Íbúðareign",56,1,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"38365",31126,"Íbúðareign",91.2,0,2,1,281,"Réttarholt"
"38366",30993,"Íbúðareign",75.3,0,1,1,100,"Laugarneshverfi/Vogar"
"38367",33887,"Íbúðareign",88.9,0,2,2,680,"Hafnarfjörður - Börð"
"38368",24887,"Íbúðareign",54.9,0,1,1,161,"Fell"
"38369",47459,"Einbýlishús",139.6,0,4,1,290,"Kjalarnes"
"38370",26992,"Íbúðareign",90.2,0,2,2,161,"Fell"
"38371",31646,"Íbúðareign",66,1,1,1,181,"Úlfarsárdalur"
"38372",48886,"Íbúðareign",106.3,1,3,1,550,"Garðabær: Urriðaholt"
"38373",29205,"Íbúðareign",97.4,0,3,1,320,"Kópavogur: Austurbær"
"38374",41231,"Íbúðareign",102.4,0,3,1,91,"Háaleiti/Skeifa"
"38375",64516,"Raðhús",148.6,0,4,1,270,"Norðlingaholt"
"38376",62527,"Raðhús",146,0,4,1,270,"Norðlingaholt"
"38377",32291,"Íbúðareign",75.5,0,2,1,100,"Laugarneshverfi/Vogar"
"38378",26889,"Íbúðareign",60.2,0,1,1,100,"Laugarneshverfi/Vogar"
"38379",43816,"Íbúðareign",94.3,1,3,1,110,"Bryggjuhverfi"
"38380",43779,"Íbúðareign",119.1,1,3,1,350,"Kópavogur: Hvörf, Þing"
"38381",31450,"Íbúðareign",77.3,0,2,1,91,"Háaleiti/Skeifa"
